jugador_id;nombre;equipo;posicion;nacionalidad;temporada;partidos;minutos;goles;asistencias;contrib;xg;xa;salario_eur;goles_por90;asistencias_por90;contrib_por90;xg_por90;xa_por90
588;Jugador_588;Equipo_03;MID;CMR;2022/23;26;2130;1;3;4;5,372181822425315;11,329770559543219;923588,0;0,04225352112676056;0,1267605633802817;0,16901408450704225;0,22699359813064712;0,47872269969900927
588;Jugador_588;Equipo_03;MID;CMR;2023/24;20;1665;2;1;3;4,264292918394859;6,454087930902345;923588,0;0,1081081081081081;0,05405405405405405;0,16216216216216217;0,23050231991323564;0,34886961788661325
589;Jugador_589;Equipo_18;MID;ENG;2022/23;27;2240;5;0;5;10,25465076088898;10,361465164126876;869118,0;0,20089285714285712;0,0;0,20089285714285712;0,4120172180714322;0,41630886820152635
589;Jugador_589;Equipo_18;MID;ENG;2023/24;29;2414;1;5;6;5,144369399765415;14,130321456143353;869118,0;0,03728251864125932;0,1864125932062966;0,22369511184755594;0,1917950480442781;0,5268139730956511
590;Jugador_590;Equipo_12;GK;FRA;2022/23;31;2491;0;0;0;2,5256326312323036;7,7788459774017324;1137079,0;0,0;0,0;0,0;0,09125127932995077;0,28105023603619267
590;Jugador_590;Equipo_12;GK;FRA;2023/24;33;2814;0;0;0;3,3731239307227976;10,439960907116928;1137079,0;0,0;0,0;0,0;0,10788242848793596;0,3339006686711171
591;Jugador_591;Equipo_19;MID;FRA;2022/23;24;1893;1;6;7;4,529949713773287;15,051563059645066;844377,0;0,04754358161648178;0,28526148969889065;0,33280507131537246;0,21537003393533855;0,7156052167818574
591;Jugador_591;Equipo_19;MID;FRA;2023/24;24;1927;3;3;6;5,901105724749256;11,818181129699344;844377,0;0,1401141670991178;0,1401141670991178;0,2802283341982356;0,275609504529026;0,5519648685381116
592;Jugador_592;Equipo_15;GK;GER;2022/23;33;2834;0;0;0;4,338079760779572;9,001341611648398;866615,0;0,0;0,0;0,0;0,1377654123042207;0,2858577082033718
592;Jugador_592;Equipo_15;GK;GER;2023/24;33;2723;0;0;0;3,62400316443727;6,4362707941274895;866615,0;0,0;0,0;0,0;0,1197797593827963;0,21273021354075433
593;Jugador_593;Equipo_02;DEF;NED;2022/23;30;2426;0;0;0;4,2050218146289176;6,130208066780134;799577,0;0,0;0,0;0,0;0,15599833607444458;0,22741909563487717
593;Jugador_593;Equipo_02;DEF;NED;2023/24;30;2483;1;0;1;4,37540143009759;8,29227949200947;799577,0;0,03624647603705195;0,0;0,03624647603705195;0,15859288308851513;0,3005659098996586
594;Jugador_594;Equipo_06;MID;CRO;2022/23;29;2397;4;2;6;6,5386683496319655;9,382566891275783;882843,0;0,1501877346683354;0,0750938673341677;0,22528160200250313;0,24550694679469207;0,352286616693709
594;Jugador_594;Equipo_06;MID;CRO;2023/24;23;1961;3;2;5;4,825977163182143;10,30630959413922;882843,0;0,13768485466598673;0,09178990311065784;0,22947475777664458;0,22148798811136813;0,47300757953724115
595;Jugador_595;Equipo_16;MID;FRA;2022/23;31;2474;1;2;3;7,043166093754408;11,879016525264543;1028349,0;0,03637833468067906;0,07275666936135812;0,1091350040420372;0,2562186533702089;0,43213883883339077
595;Jugador_595;Equipo_16;MID;FRA;2023/24;27;2170;1;5;6;5,107775819386068;9,275536664610353;1028349,0;0,041474654377880185;0,2073732718894009;0,2488479262672811;0,21184323674873093;0,38469967733406996
596;Jugador_596;Equipo_09;MID;ARG;2022/23;19;1540;1;2;3;4,083316288941363;8,260698221714271;826650,0;0,05844155844155844;0,11688311688311688;0,17532467532467533;0,23863536753553422;0,48276807789239246
596;Jugador_596;Equipo_09;MID;ARG;2023/24;29;2346;4;3;7;6,891155545124698;12,002577101230932;826650,0;0,1534526854219949;0,11508951406649617;0,26854219948849106;0,264366581015014;0,4604569220421073
597;Jugador_597;Equipo_02;FWD;ESP;2022/23;23;1808;4;5;9;12,427691693018131;8,402618697172208;987209,0;0,19911504424778761;0,2488938053097345;0,4480088495575221;0,618635095338292;0,4182719484211829
597;Jugador_597;Equipo_02;FWD;ESP;2023/24;26;2159;5;5;10;13,97270504012158;9,123641321261555;987209,0;0,20842982862436313;0,20842982862436313;0,41685965724872626;0,5824657033862631;0,38032779940414085
598;Jugador_598;Equipo_05;MID;NED;2022/23;26;2226;4;1;5;6,557561329317794;8,179769959132768;1405271,0;0,16172506738544476;0,04043126684636119;0,20215633423180593;0,2651305119670267;0,33071846195954585
598;Jugador_598;Equipo_05;MID;NED;2023/24;30;2510;4;6;10;8,37121875222983;15,62009833614759;1405271,0;0,14342629482071714;0,21513944223107567;0,35856573705179284;0,3001632221915078;0,5600832072722244
599;Jugador_599;Equipo_06;MID;URU;2022/23;22;1797;1;1;2;4,657533239584659;7,23834885253564;1244362,0;0,05008347245409015;0,05008347245409015;0,1001669449081803;0,23326543770874753;0,3625216453690638
599;Jugador_599;Equipo_06;MID;URU;2023/24;23;1936;0;1;1;2,933364616078155;6,101929055780377;1244362,0;0,0;0,04648760330578512;0,04648760330578512;0,13636509062346794;0,28366405734516215
600;Jugador_600;Equipo_10;MID;ARG;2022/23;30;2345;3;2;5;7,48032830135691;14,139402643001919;1117208,0;0,11513859275053306;0,07675906183368869;0,19189765458422176;0,28709149131007333;0,5426636408828028
600;Jugador_600;Equipo_10;MID;ARG;2023/24;29;2445;2;0;2;7,246189918742365;7,687014531402053;1117208,0;0,0736196319018405;0,0;0,0736196319018405;0,2667309172543202;0,282957590112959
601;Jugador_601;Equipo_16;DEF;POR;2022/23;25;2155;1;0;1;3,6399655988298254;5,838808691292702;1367975,0;0,04176334106728538;0,0;0,04176334106728538;0,15201712477711568;0,24384815880108734
601;Jugador_601;Equipo_16;DEF;POR;2023/24;29;2383;0;0;0;3,636646540301078;6,039192215032382;1367975,0;0,0;0,0;0,0;0,1373471206995791;0,22808531235959478
602;Jugador_602;Equipo_02;FWD;ITA;2022/23;29;2307;6;2;8;14,395929438762272;8,137004737291049;865292,0;0,2340702210663199;0,07802340702210663;0,3120936280884265;0,561609731031038;0,3174384162792347
602;Jugador_602;Equipo_02;FWD;ITA;2023/24;28;2343;9;2;11;14,551254714104614;6,639405679511464;865292,0;0,34571062740076824;0,0768245838668374;0,4225352112676056;0,5589470440757214;0,2550347892257925
603;Jugador_603;Equipo_15;FWD;ARG;2022/23;22;1779;11;3;14;16,26501318095761;5,7160903538873304;1025999,0;0,5564924114671164;0,15177065767284992;0,7082630691399663;0,8228505825105031;0,2891782641089712
603;Jugador_603;Equipo_15;FWD;ARG;2023/24;26;2338;11;2;13;17,476155265264655;6,703904783397657;1025999,0;0,42343883661248927;0,07698887938408897;0,5004277159965782;0,6727348049075359;0,2580630583857096
604;Jugador_604;Equipo_05;DEF;CMR;2022/23;29;2467;1;2;3;3,285528837030513;7,575111965035058;584020,0;0,03648155654641265;0,0729631130928253;0,10944466963923795;0,11986120605299805;0,27635187549783347
604;Jugador_604;Equipo_05;DEF;CMR;2023/24;28;2401;2;1;3;4,780492584467524;9,39650414926523;584020,0;0,07496876301541025;0,037484381507705125;0,11245314452311538;0,17919380783093594;0,35222214636979204
605;Jugador_605;Equipo_18;DEF;ESP;2022/23;22;1796;1;0;1;3,589271967397483;8,196506385098214;1090565,0;0,05011135857461024;0,0;0,05011135857461024;0,17986329458005207;0,410738070522739
605;Jugador_605;Equipo_18;DEF;ESP;2023/24;24;1880;0;2;2;3,5737607983297335;8,321649339646052;1090565,0;0,0;0,09574468085106383;0,09574468085106383;0,17108429353706173;0,3983768300894387
606;Jugador_606;Equipo_14;MID;POR;2022/23;23;1928;1;0;1;4,894235504508686;3,8364412006931348;733884,0;0,046680497925311204;0,0;0,046680497925311204;0,22846535031420215;0,1790869855095343
606;Jugador_606;Equipo_14;MID;POR;2023/24;29;2406;5;3;8;6,886384366102071;11,953190676145848;733884,0;0,18703241895261846;0,11221945137157106;0,29925187032418954;0,2575954251659129;0,4471268332722886
607;Jugador_607;Equipo_11;MID;GER;2022/23;16;1320;3;1;4;4,7036758435060575;6,868863318623297;551441,0;0,20454545454545453;0,06818181818181818;0,2727272727272727;0,3207051711481403;0,4683315899061339
607;Jugador_607;Equipo_11;MID;GER;2023/24;29;2358;0;4;4;3,488774610675255;13,100760242552651;551441,0;0,0;0,15267175572519084;0,15267175572519084;0,13315933628531507;0,5000290168913225
608;Jugador_608;Equipo_09;DEF;ENG;2022/23;28;2259;0;0;0;3,9322153105456286;9,016575903130509;1157420,0;0,0;0,0;0,0;0,15666196456357087;0,35922613159882505
608;Jugador_608;Equipo_09;DEF;ENG;2023/24;28;2434;1;1;2;3,827303909886428;8,059317575231429;1157420,0;0,03697617091207888;0,03697617091207888;0,07395234182415776;0,14151904350442832;0,2980027040964785
609;Jugador_609;Equipo_03;FWD;ENG;2022/23;30;2400;5;10;15;13,38263214016325;16,375019698333237;982279,0;0,1875;0,375;0,5625;0,5018487052561219;0,6140632386874963
609;Jugador_609;Equipo_03;FWD;ENG;2023/24;29;2349;13;3;16;21,14550076189095;8,615774184146375;982279,0;0,49808429118773945;0,1149425287356322;0,6130268199233717;0,8101724429843277;0,33010629058032087
610;Jugador_610;Equipo_08;DEF;FRA;2022/23;21;1818;0;0;0;1,8737156315312757;4,4982861356285015;826766,0;0,0;0,0;0,0;0,09275819958075623;0,2226874324568565
610;Jugador_610;Equipo_08;DEF;FRA;2023/24;30;2630;1;2;3;3,532568385319545;7,089617501749425;826766,0;0,034220532319391636;0,06844106463878327;0,10266159695817491;0,12088637060028863;0,24261048485074074
611;Jugador_611;Equipo_08;MID;FRA;2022/23;28;2458;2;3;5;4,968516651490374;13,452788461335324;1204514,0;0,07323026851098453;0,10984540276647681;0,18307567127746135;0,18192290424496893;0,4925756556225302
611;Jugador_611;Equipo_08;MID;FRA;2023/24;28;2328;3;5;8;6,179589139991423;11,98389376857152;1204514,0;0,11597938144329897;0,19329896907216496;0,30927835051546393;0,23890164200997768;0,4632948621870433
612;Jugador_612;Equipo_03;MID;GER;2022/23;26;2161;2;4;6;5,8951771052743425;11,507389609194671;900151,0;0,08329477093937993;0,16658954187875985;0,24988431281813975;0,24551871331545155;0,4792526908040354
612;Jugador_612;Equipo_03;MID;GER;2023/24;21;1807;2;3;5;4,470209258706075;7,126494586677801;900151,0;0,0996126175982291;0,14941892639734367;0,24903154399557276;0,22264462273577573;0,3549443900392928
613;Jugador_613;Equipo_11;FWD;ENG;2022/23;28;2279;6;3;9;15,128999309245328;6,367106176126854;936860,0;0,23694602896007022;0,11847301448003511;0,35541904344010533;0,5974593847442209;0,25144342073339926
613;Jugador_613;Equipo_11;FWD;ENG;2023/24;27;2242;13;2;15;18,678322620000863;4,741453425309099;936860,0;0,5218554861730598;0,08028545941123996;0,6021409455842998;0,7497988562890623;0,1903348832639692
614;Jugador_614;Equipo_15;MID;BRA;2022/23;29;2453;1;2;3;4,011455643942926;12,154560738255482;823787,0;0,036689767631471665;0,07337953526294333;0,110069302894415;0,1471793754402215;0,44594800914920235
614;Jugador_614;Equipo_15;MID;BRA;2023/24;24;1967;2;3;5;5,099989140455355;8,704121351141797;823787,0;0,09150991357397051;0,13726487036095578;0,22877478393492626;0,23334978273562884;0,39825669629016863
615;Jugador_615;Equipo_02;MID;ITA;2022/23;24;2061;1;2;3;4,118987783393227;10,011405236227128;748634,0;0,043668122270742356;0,08733624454148471;0,13100436681222707;0,17986846215690952;0,43717926795751655
615;Jugador_615;Equipo_02;MID;ITA;2023/24;25;2062;2;1;3;5,8929112923668985;6,727752612087376;748634,0;0,08729388942774007;0,04364694471387003;0,1309408341416101;0,25720757338167843;0,29364584630837237
616;Jugador_616;Equipo_17;GK;ITA;2022/23;38;3081;0;0;0;3,4581685815744745;8,183771445824213;825949,0;0,0;0,0;0,0;0,10101758271395739;0,23905856219544927
616;Jugador_616;Equipo_17;GK;ITA;2023/24;35;2917;0;0;0;4,999096843354653;8,927438008410272;825949,0;0,0;0,0;0,0;0,15424021799860088;0,27544375068800975
617;Jugador_617;Equipo_17;GK;ARG;2022/23;34;2703;0;0;0;2,438209283179459;7,887297092066154;844571,0;0,0;0,0;0,0;0,0811834389515913;0,26261810517423373
617;Jugador_617;Equipo_17;GK;ARG;2023/24;35;2919;0;0;0;4,842646639983315;9,85135894130205;844571,0;0,0;0,0;0,0;0,14931079054419263;0,30374179675134794
618;Jugador_618;Equipo_06;DEF;ENG;2022/23;24;1921;1;2;3;5,439008540661316;6,255559372756464;756243,0;0,04685059864653826;0,09370119729307652;0,14055179593961478;0,2548208061736171;0,29307670148260373
618;Jugador_618;Equipo_06;DEF;ENG;2023/24;28;2298;2;0;2;5,667522761178079;8,463344945315075;756243,0;0,0783289817232376;0,0;0,0783289817232376;0,2219656433881754;0,3314625957695199
619;Jugador_619;Equipo_02;DEF;ESP;2022/23;29;2507;0;1;1;3,859924669371039;9,453035705581959;776785,0;0,0;0,035899481451934584;0,035899481451934584;0,13856929407395036;0,33935907997701487
619;Jugador_619;Equipo_02;DEF;ESP;2023/24;32;2760;3;1;4;7,625315320382149;6,677701887169565;776785,0;0,09782608695652174;0,03260869565217391;0,13043478260869565;0,24865158653420052;0,21775114849465974
620;Jugador_620;Equipo_17;DEF;ESP;2022/23;30;2550;0;1;1;3,878967006822465;9,317121361989468;627176,0;0,0;0,03529411764705882;0,03529411764705882;0,13690471788785172;0,3288395774819812
620;Jugador_620;Equipo_17;DEF;ESP;2023/24;23;1919;1;0;1;4,130861600488732;4,813032612137268;627176,0;0,04689942678478374;0,0;0,04689942678478374;0,19373504119019588;0,22572847060570825
621;Jugador_621;Equipo_13;FWD;CMR;2022/23;28;2291;9;4;13;19,06725345239512;9,765491776733693;891412,0;0,35355739851593193;0,15713662156263639;0,5106940200785683;0,7490409474969711;0,3836290964234101
621;Jugador_621;Equipo_13;FWD;CMR;2023/24;26;2094;9;4;13;18,487209261459142;8,082198094688522;891412,0;0,3868194842406877;0,17191977077363896;0,5587392550143266;0,7945791946185878;0,34737241094649807
622;Jugador_622;Equipo_16;MID;ESP;2022/23;26;2200;0;4;4;2,1683506730864;14,691710528800707;540495,0;0,0;0,16363636363636364;0,16363636363636364;0,08870525480808002;0,6010245216327562
622;Jugador_622;Equipo_16;MID;ESP;2023/24;21;1801;0;1;1;2,2697778389233587;8,65217898262729;540495,0;0,0;0,049972237645752364;0,049972237645752364;0,1134258775697403;0,43236874427343486
623;Jugador_623;Equipo_04;GK;FRA;2022/23;35;2904;0;0;0;6,805146593907618;8,255313942819603;838879,0;0,0;0,0;0,0;0,21090330353019476;0,2558465064923431
623;Jugador_623;Equipo_04;GK;FRA;2023/24;32;2732;0;0;0;2,81279256298595;5,560331889130268;838879,0;0,0;0,0;0,0;0,09266154124038635;0,18317345169169988
624;Jugador_624;Equipo_20;FWD;CRO;2022/23;30;2563;11;4;15;22,435101487454745;9,607910852397103;1157667,0;0,38626609442060084;0,14046039797112758;0,5267264923917284;0,7878108208626325;0,33738274549970315
624;Jugador_624;Equipo_20;FWD;CRO;2023/24;33;2803;14;5;19;25,68072220072719;10,04296671177287;1157667,0;0,44951837317160187;0,16054227613271493;0,6100606493043168;0,8245683189673375;0,3224641470066209
625;Jugador_625;Equipo_07;MID;BRA;2022/23;27;2157;1;4;5;5,121455163290551;12,35153193970843;905622,0;0,041724617524339355;0,16689847009735742;0,20862308762169682;0,21369075785635122;0,5153629460239957
625;Jugador_625;Equipo_07;MID;BRA;2023/24;27;2229;1;4;5;4,278019736176208;10,715515201909822;905622,0;0,040376850605652756;0,16150740242261102;0,2018842530282638;0,17273296377562075;0,4326587564701139
626;Jugador_626;Equipo_08;MID;ENG;2022/23;26;2189;4;4;8;7,281309252812655;13,747954351649863;959935,0;0,16445865692096848;0,16445865692096848;0,32891731384193695;0,29936858508594744;0,5652425270207801
626;Jugador_626;Equipo_08;MID;ENG;2023/24;31;2463;1;7;8;6,226700037626774;15,78691855011728;959935,0;0,03654080389768575;0,2557856272838003;0,292326431181486;0,2275286250046324;0,576866694888573
627;Jugador_627;Equipo_05;DEF;NED;2022/23;23;1905;1;0;1;3,9215672420395027;7,360810799310091;723669,0;0,047244094488188976;0,0;0,047244094488188976;0,1852708933247009;0,34775484091228775
627;Jugador_627;Equipo_05;DEF;NED;2023/24;24;1978;1;1;2;3,3666830038282596;5,6121131961086546;723669,0;0,0455005055611729;0,0455005055611729;0,0910010111223458;0,153185778738394;0,25535398768947365
628;Jugador_628;Equipo_02;DEF;POR;2022/23;21;1612;0;2;2;3,500939668982874;6,417689569764644;970027,0;0,0;0,11166253101736973;0,11166253101736973;0,1954618921888701;0,3583077303218474
628;Jugador_628;Equipo_02;DEF;POR;2023/24;27;2200;1;2;3;3,42062209495846;9,385298306527513;970027,0;0,04090909090909091;0,08181818181818182;0,12272727272727274;0,13993454024830065;0,383944021630671
629;Jugador_629;Equipo_18;MID;ARG;2022/23;23;2022;1;2;3;4,721847578887147;10,62015167826132;1153030,0;0,044510385756676554;0,08902077151335311;0,13353115727002968;0,21017125722049612;0,47270704799382735
629;Jugador_629;Equipo_18;MID;ARG;2023/24;26;2160;1;5;6;5,008998113983194;15,070314221282185;1153030,0;0,04166666666666667;0,20833333333333331;0,25;0,20870825474929974;0,6279297592200911
630;Jugador_630;Equipo_01;FWD;GER;2022/23;19;1611;3;2;5;11,109330394907383;6,018002882026921;914609,0;0,16759776536312848;0,11173184357541899;0,2793296089385475;0,6206329829557197;0,3362012783255263
630;Jugador_630;Equipo_01;FWD;GER;2023/24;27;2224;13;2;15;20,10519301605229;8,275663544392247;914609,0;0,5260791366906475;0,08093525179856116;0,6070143884892086;0,8136094296064327;0,33489645638277976
631;Jugador_631;Equipo_09;MID;ENG;2022/23;24;1983;0;3;3;4,319879289217207;10,478345707978962;998505,0;0,0;0,1361573373676248;0,1361573373676248;0,1960610872564542;0,475567883871965
631;Jugador_631;Equipo_09;MID;ENG;2023/24;22;1891;2;2;4;5,671360012814755;8,957953968036334;998505,0;0,09518773135906927;0,09518773135906927;0,19037546271813854;0,2699219466701893;0,4263436579181756
632;Jugador_632;Equipo_06;DEF;CMR;2022/23;26;2190;1;1;2;6,700299940568302;6,648434746548971;200000,0;0,0410958904109589;0,0410958904109589;0,0821917808219178;0,2753547920781494;0,2732233457485878
632;Jugador_632;Equipo_06;DEF;CMR;2023/24;26;2042;0;0;0;1,0800942744032878;5,316571046733724;200000,0;0,0;0,0;0,0;0,047604546864003866;0,23432487473361174
633;Jugador_633;Equipo_04;GK;CMR;2022/23;36;2905;0;0;0;3,802791064734095;8,48224946517187;426882,0;0,0;0,0;0,0;0,11781452524133168;0,26278914005695986
633;Jugador_633;Equipo_04;GK;CMR;2023/24;32;2738;0;0;0;3,845128162642957;7,81343346399205;426882,0;0,0;0,0;0,0;0,1263920871577305;0,25683309414144795
634;Jugador_634;Equipo_13;GK;GER;2022/23;36;2928;0;0;0;4,952013436855221;8,763001211748218;1145790,0;0,0;0,0;0,0;0,1522135277721892;0,26935454544308046
634;Jugador_634;Equipo_13;GK;GER;2023/24;33;2756;0;0;0;4,608216446166846;7,213224083469039;1145790,0;0,0;0,0;0,0;0,15048602327830776;0,23555521317569433
635;Jugador_635;Equipo_04;FWD;CRO;2022/23;30;2364;13;3;16;20,486641668869634;8,242142888090934;1457567,0;0,49492385786802034;0,11421319796954314;0,6091370558375634;0,7799482868858998;0,31378716579026394
635;Jugador_635;Equipo_04;FWD;CRO;2023/24;28;2262;10;2;12;19,83001025268561;7,835888735119927;1457567,0;0,3978779840848807;0,07957559681697612;0,47745358090185674;0,7889924503721066;0,31177276134429416
636;Jugador_636;Equipo_18;MID;ITA;2022/23;29;2588;1;2;3;5,044004986154123;10,4857604131241;886577,0;0,0347758887171561;0,0695517774343122;0,10432766615146831;0,1754097560872763;0,3646516372415645
636;Jugador_636;Equipo_18;MID;ITA;2023/24;31;2531;2;3;5;6,0303741303506575;14,196516052216925;886577,0;0,07111813512445674;0,10667720268668511;0,17779533781114185;0,21443448112665317;0,5048148734490412
637;Jugador_637;Equipo_02;DEF;GER;2022/23;25;2032;0;0;0;4,362655990662158;6,6029788870481;754623,0;0,0;0,0;0,0;0,1932278736021625;0,29245477354051624
637;Jugador_637;Equipo_02;DEF;GER;2023/24;24;1980;0;0;0;2,1992607121965015;5,776667934483957;754623,0;0,0;0,0;0,0;0,09996639600893188;0,26257581520381623
638;Jugador_638;Equipo_13;MID;ENG;2022/23;25;2042;2;8;10;6,051439280899715;15,488591653940704;1260529,0;0,0881488736532811;0,3525954946131244;0,4407443682664055;0,26671377829626564;0,6826509543852416
638;Jugador_638;Equipo_13;MID;ENG;2023/24;27;2285;3;1;4;6,535083832942187;8,95485645505705;1260529,0;0,11816192560175055;0,03938730853391685;0,1575492341356674;0,25739936322310586;0,3527076940722689
639;Jugador_639;Equipo_19;MID;CMR;2022/23;29;2321;1;4;5;4,979039972153506;14,098654157226804;697427,0;0,03877638948728996;0,15510555794915984;0,1938819474364498;0,19306919323300972;0,5466949048472264
639;Jugador_639;Equipo_19;MID;CMR;2023/24;28;2394;3;3;6;7,3080365020552644;13,750199723070873;697427,0;0,11278195488721804;0,11278195488721804;0,22556390977443608;0,27473821436297985;0,5169248016192057
640;Jugador_640;Equipo_11;DEF;POR;2022/23;25;2066;2;0;2;5,077058600172008;6,624291330793244;832976,0;0,08712487899322362;0,0;0,08712487899322362;0,22116905809074577;0,2885702903056108
640;Jugador_640;Equipo_11;DEF;POR;2023/24;23;1789;0;0;0;3,3916757560349793;7,458998285023856;832976,0;0,0;0,0;0,0;0,17062650533434776;0,3752430663231677
641;Jugador_641;Equipo_17;MID;ITA;2022/23;28;2318;1;3;4;3,499098997476262;12,580424444093843;1463345,0;0,03882657463330458;0,1164797238999137;0,1553062985332183;0,1358580283748333;0,48845478859725877
641;Jugador_641;Equipo_17;MID;ITA;2023/24;25;1971;1;2;3;3,446719342604151;9,866150966000033;1463345,0;0,045662100456621;0,091324200913242;0,136986301369863;0,15738444486776948;0,45050917652968187
642;Jugador_642;Equipo_16;MID;ITA;2022/23;26;2049;0;5;5;3,7753513393438833;14,50594280984124;671664,0;0,0;0,21961932650073207;0,21961932650073207;0,16582802369006808;0,637157078031094
642;Jugador_642;Equipo_16;MID;ITA;2023/24;27;2197;0;5;5;3,20344815105874;12,894915431407417;671664,0;0,0;0,20482476103777877;0,20482476103777877;0,13122910040750413;0,5282395943680781
643;Jugador_643;Equipo_01;DEF;GER;2022/23;28;2277;1;0;1;5,115178301553616;7,086920452846471;775714,0;0,039525691699604744;0,0;0,039525691699604744;0,20218096053571605;0,28011543291883284
643;Jugador_643;Equipo_01;DEF;GER;2023/24;23;1886;2;0;2;4,644329945127063;6,381005839239625;775714,0;0,09544008483563098;0,0;0,09544008483563098;0,2216276219837941;0,3045018693168432
644;Jugador_644;Equipo_17;MID;CRO;2022/23;21;1836;2;4;6;4,012521299333926;11,146261988669623;751107,0;0,09803921568627452;0,19607843137254904;0,29411764705882354;0,19669222055558463;0,5463853916014522
644;Jugador_644;Equipo_17;MID;CRO;2023/24;30;2420;4;4;8;6,51072532179073;15,968832408976793;751107,0;0,1487603305785124;0,1487603305785124;0,2975206611570248;0,2421344127938701;0,5938821970280626
645;Jugador_645;Equipo_02;DEF;FRA;2022/23;27;2160;2;3;5;6,436364334670297;9,241755335724774;1125071,0;0,08333333333333334;0,125;0,20833333333333331;0,26818184727792904;0,38507313898853224
645;Jugador_645;Equipo_02;DEF;FRA;2023/24;25;2087;0;3;3;4,86898358402957;7,828069069346642;1125071,0;0,0;0,12937230474365116;0,12937230474365116;0,20997054267496945;0,33757844573128787
646;Jugador_646;Equipo_13;DEF;URU;2022/23;27;2177;0;0;0;4,58086434615281;5,6803265096187;766237,0;0,0;0,0;0,0;0,18937886594108996;0,2348320559787244
646;Jugador_646;Equipo_13;DEF;URU;2023/24;25;2015;1;3;4;3,3819158323224308;9,111322154425267;766237,0;0,04466501240694789;0,13399503722084366;0,17866004962779156;0,15105331260993488;0,4069573170711037
647;Jugador_647;Equipo_15;MID;ENG;2022/23;31;2564;2;2;4;7,55862023318339;10,494868079305427;1025772,0;0,07020280811232449;0,07020280811232449;0,14040561622464898;0,2653181829120535;0,3683846049678192
647;Jugador_647;Equipo_15;MID;ENG;2023/24;29;2371;1;3;4;4,949206023682092;12,754593798891323;1025772,0;0,03795866722901729;0,11387600168705188;0,15183466891606917;0,1878652645007964;0,4841473816534032
648;Jugador_648;Equipo_17;MID;BRA;2022/23;27;2237;1;3;4;5,69587960885549;9,091341249319983;710723,0;0,04023245417970496;0,1206973625391149;0,16092981671881984;0,22915921537639436;0,36576697024532784
648;Jugador_648;Equipo_17;MID;BRA;2023/24;30;2426;1;2;3;2,4746283508778038;11,285695626122319;710723,0;0,03709810387469085;0,0741962077493817;0,11129431162407255;0,09180401961211969;0,41867790863602994
649;Jugador_649;Equipo_01;MID;POR;2022/23;28;2314;3;2;5;5,797620561545663;9,984923786997868;888050,0;0,11668107173725151;0,07778738115816768;0,1944684528954192;0,22549086021569129;0,38835053622722915
649;Jugador_649;Equipo_01;MID;POR;2023/24;26;2167;2;6;8;6,5628220787233555;15,41780105680103;888050,0;0,08306414397784956;0,2491924319335487;0,33225657591139823;0,27256759902404337;0,640333223401981
650;Jugador_650;Equipo_18;FWD;URU;2022/23;22;1807;4;4;8;9,287904772325625;8,563717428208406;1286174,0;0,1992252351964582;0,1992252351964582;0,3984504703929164;0,46259625318721986;0,42652715469770697
650;Jugador_650;Equipo_18;FWD;URU;2023/24;26;2182;6;5;11;13,86501175088085;10,627019740358985;1286174,0;0,24747937671860676;0,20623281393217233;0,4537121906507791;0,5718840777173586;0,43832803695339534
651;Jugador_651;Equipo_11;MID;NED;2022/23;27;2193;3;4;7;4,300684705776061;12,099725848591081;985750,0;0,12311901504787962;0,16415868673050615;0,28727770177838574;0,17649868833554286;0,49656877627596774
651;Jugador_651;Equipo_11;MID;NED;2023/24;33;2657;4;3;7;8,097685379541979;13,254612474696689;985750,0;0,13549115543846443;0,10161836657884832;0,23710952201731275;0,27429118711282574;0,4489706897714347
652;Jugador_652;Equipo_18;FWD;ESP;2022/23;30;2496;8;8;16;16,46792800262969;12,018323205502838;1194375,0;0,28846153846153844;0,28846153846153844;0,5769230769230769;0,5937954808640513;0,4333530001984197
652;Jugador_652;Equipo_18;FWD;ESP;2023/24;28;2301;7;3;10;14,095573980128412;8,087429506886833;1194375,0;0,2737940026075619;0,11734028683181225;0,39113428943937417;0,5513262312957657;0,316327099356721
653;Jugador_653;Equipo_01;GK;FRA;2022/23;35;2847;0;0;0;3,9571755375483573;6,112238090242037;1203530,0;0,0;0,0;0,0;0,12509511709847285;0,1932214359402119
653;Jugador_653;Equipo_01;GK;FRA;2023/24;30;2565;0;0;0;2,9824706752275936;5,580391023715014;1203530,0;0,0;0,0;0,0;0,10464809386763486;0,19580319381456188
654;Jugador_654;Equipo_09;MID;ENG;2022/23;27;2281;2;1;3;4,251490864577788;10,706588836024993;930208,0;0,0789127575624726;0,0394563787812363;0,11836913634370891;0,167748433937747;0,422443224569158
654;Jugador_654;Equipo_09;MID;ENG;2023/24;25;2005;1;1;2;5,420191063970894;9,350049208003014;930208,0;0,04488778054862842;0,04488778054862842;0,08977556109725685;0,24330034701116232;0,4197029569677163
655;Jugador_655;Equipo_15;FWD;ESP;2022/23;30;2446;9;5;14;19,332113375072062;10,677366879963017;764744,0;0,3311529026982829;0,1839738348323794;0,5151267375306623;0,7113206066052681;0,3928712261638069
655;Jugador_655;Equipo_15;FWD;ESP;2023/24;25;2062;9;8;17;16,655690887601047;10,657509285611788;764744,0;0,39282250242483024;0,34917555771096026;0,7419980601357905;0,7269700193424317;0,4651677185766541
